idx,fips,county,state,lon,lat,rMapState,rMapCounty
837,19167,Sioux County,IA,-96.17018129,43.08247127,iowa,sioux
838,19169,Story County,IA,-93.46700022,42.03539568,iowa,story
839,19171,Tama County,IA,-92.52265262,42.08618516,iowa,tama
840,19173,Taylor County,IA,-94.70451455,40.75066166,iowa,taylor
841,19175,Union County,IA,-94.2515564,41.03237343,iowa,union
842,19177,Van Buren County,IA,-91.93823903,40.76008878,iowa,van buren
843,19179,Wapello County,IA,-92.4008829,41.03722845,iowa,wapello
844,19181,Warren County,IA,-93.56969773,41.33746296,iowa,warren
845,19183,Washington County,IA,-91.70122874,41.34408472,iowa,washington
846,19185,Wayne County,IA,-93.33560533,40.75183193,iowa,wayne
847,19187,Webster County,IA,-94.18271435,42.42629119,iowa,webster
848,19189,Winnebago County,IA,-93.73681718,43.38629018,iowa,winnebago
849,19191,Winneshiek County,IA,-91.83991846,43.29684035,iowa,winneshiek
850,19193,Woodbury County,IA,-96.04196535,42.38172197,iowa,woodbury
851,19195,Worth County,IA,-93.26087507,43.38553584,iowa,worth
852,19197,Wright County,IA,-93.73271093,42.73712683,iowa,wright
853,20001,Allen County,KS,-95.3179264,37.88290207,kansas,allen
854,20003,Anderson County,KS,-95.30444358,38.21269501,kansas,anderson
855,20005,Atchison County,KS,-95.31737422,39.52877669,kansas,atchison
856,20007,Barber County,KS,-98.69329203,37.22484056,kansas,barber
857,20009,Barton County,KS,-98.75572832,38.47495884,kansas,barton
858,20011,Bourbon County,KS,-94.85958888,37.854871,kansas,bourbon
859,20013,Brown County,KS,-95.57223303,39.83062658,kansas,brown
860,20015,Butler County,KS,-96.85251933,37.76237158,kansas,butler
861,20017,Chase County,KS,-96.60313333,38.28860599,kansas,chase
862,20019,Chautauqua County,KS,-96.25425897,37.14789237,kansas,chautauqua
863,20021,Cherokee County,KS,-94.86322526,37.18156701,kansas,cherokee
864,20023,Cheyenne County,KS,-101.7350798,39.79080033,kansas,cheyenne
865,20025,Clark County,KS,-99.82142464,37.22959252,kansas,clark
866,20027,Clay County,KS,-97.16616916,39.33584893,kansas,clay
867,20029,Cloud County,KS,-97.64919662,39.46533203,kansas,cloud
868,20031,Coffey County,KS,-95.74574161,38.23026137,kansas,coffey
869,20033,Comanche County,KS,-99.28430947,37.18299179,kansas,comanche
870,20035,Cowley County,KS,-96.85053023,37.22520394,kansas,cowley
871,20037,Crawford County,KS,-94.86377127,37.51039585,kansas,crawford
872,20039,Decatur County,KS,-100.4552007,39.78872785,kansas,decatur
873,20041,Dickinson County,KS,-97.1525606,38.85463971,kansas,dickinson
874,20043,Doniphan County,KS,-95.15853481,39.79939895,kansas,doniphan
875,20045,Douglas County,KS,-95.31219549,38.8892202,kansas,douglas
876,20047,Edwards County,KS,-99.31034287,37.88070294,kansas,edwards
877,20049,Elk County,KS,-96.25345597,37.44013152,kansas,elk
878,20051,Ellis County,KS,-99.31766849,38.91242789,kansas,ellis
879,20053,Ellsworth County,KS,-98.20448259,38.69229262,kansas,ellsworth
880,20055,Finney County,KS,-100.7391836,38.04048135,kansas,finney
881,20057,Ford County,KS,-99.88628153,37.68881228,kansas,ford
882,20059,Franklin County,KS,-95.30021167,38.56576043,kansas,franklin
883,20061,Geary County,KS,-96.74958048,38.98974949,kansas,geary
884,20063,Gove County,KS,-100.4787211,38.91987519,kansas,gove
885,20065,Graham County,KS,-99.88088964,39.35641182,kansas,graham
886,20067,Grant County,KS,-101.3046684,37.56311226,kansas,grant
887,20069,Gray County,KS,-100.4296862,37.73521545,kansas,gray
888,20071,Greeley County,KS,-101.8054769,38.47555282,kansas,greeley
889,20073,Greenwood County,KS,-96.24011272,37.86387655,kansas,greenwood
890,20075,Hamilton County,KS,-101.7917492,37.99505546,kansas,hamilton
891,20077,Harper County,KS,-98.08177948,37.18496132,kansas,harper
892,20079,Harvey County,KS,-97.4343338,38.032938,kansas,harvey
893,20081,Haskell County,KS,-100.8631969,37.56194719,kansas,haskell
894,20083,Hodgeman County,KS,-99.89846159,38.085003,kansas,hodgeman
895,20085,Jackson County,KS,-95.79722142,39.41338715,kansas,jackson
896,20087,Jefferson County,KS,-95.39381737,39.23599652,kansas,jefferson
897,20089,Jewell County,KS,-98.22150247,39.78229827,kansas,jewell
898,20091,Johnson County,KS,-94.83464467,38.88690576,kansas,johnson
899,20093,Kearny County,KS,-101.3201077,37.99562136,kansas,kearny
900,20095,Kingman County,KS,-98.13808122,37.55091589,kansas,kingman
901,20097,Kiowa County,KS,-99.2885466,37.54595309,kansas,kiowa
902,20099,Labette County,KS,-95.31115367,37.19977557,kansas,labette
903,20101,Lane County,KS,-100.4557368,38.47889201,kansas,lane
904,20103,Leavenworth County,KS,-95.04857531,39.20592977,kansas,leavenworth
905,20105,Lincoln County,KS,-98.21075562,39.04119211,kansas,lincoln
906,20107,Linn County,KS,-94.85373683,38.21523812,kansas,linn
907,20109,Logan County,KS,-101.138997,38.92295415,kansas,logan
908,20111,Lyon County,KS,-96.1598997,38.44011179,kansas,lyon
909,20113,McPherson County,KS,-97.65206146,38.38304926,kansas,mcpherson
910,20115,Marion County,KS,-97.10463487,38.34777656,kansas,marion
911,20117,Marshall County,KS,-96.52529953,39.77954552,kansas,marshall
912,20119,Meade County,KS,-100.3578743,37.23664066,kansas,meade
913,20121,Miami County,KS,-94.84743118,38.56561334,kansas,miami
914,20123,Mitchell County,KS,-98.20859405,39.38655676,kansas,mitchell
915,20125,Montgomery County,KS,-95.75437251,37.20235642,kansas,montgomery
916,20127,Morris County,KS,-96.64740286,38.675739,kansas,morris
917,20129,Morton County,KS,-101.8016306,37.19392923,kansas,morton
918,20131,Nemaha County,KS,-96.01580908,39.77994952,kansas,nemaha
919,20133,Neosho County,KS,-95.31688151,37.5591911,kansas,neosho
920,20135,Ness County,KS,-99.91039191,38.47630992,kansas,ness
921,20137,Norton County,KS,-99.9031683,39.78765354,kansas,norton
922,20139,Osage County,KS,-95.73989147,38.64564008,kansas,osage
923,20141,Osborne County,KS,-98.76095057,39.34538104,kansas,osborne
924,20143,Ottawa County,KS,-97.64990979,39.12185032,kansas,ottawa
925,20145,Pawnee County,KS,-99.23774314,38.17886228,kansas,pawnee
926,20147,Phillips County,KS,-99.34705569,39.78219979,kansas,phillips
927,20149,Pottawatomie County,KS,-96.33975572,39.36914975,kansas,pottawatomie
928,20151,Pratt County,KS,-98.7413904,37.63889199,kansas,pratt
929,20153,Rawlins County,KS,-101.0695702,39.7945316,kansas,rawlins
930,20155,Reno County,KS,-98.08451588,37.94555509,kansas,reno
931,20157,Republic County,KS,-97.65532776,39.82150335,kansas,republic
932,20159,Rice County,KS,-98.20165452,38.33972213,kansas,rice
933,20161,Riley County,KS,-96.73798682,39.29053277,kansas,riley
934,20163,Rooks County,KS,-99.31939286,39.35068226,kansas,rooks
935,20165,Rush County,KS,-99.30562716,38.51850737,kansas,rush
936,20167,Russell County,KS,-98.76396853,38.91109279,kansas,russell
937,20169,Saline County,KS,-97.65320369,38.77507801,kansas,saline
938,20171,Scott County,KS,-100.9020929,38.48215536,kansas,scott
939,20173,Sedgwick County,KS,-97.46921956,37.66534986,kansas,sedgwick
940,20175,Seward County,KS,-100.8467972,37.19498988,kansas,seward
941,20177,Shawnee County,KS,-95.76447874,39.04181644,kansas,shawnee
942,20179,Sheridan County,KS,-100.4386753,39.3575243,kansas,sheridan
943,20181,Sherman County,KS,-101.7182037,39.35586868,kansas,sherman
944,20183,Smith County,KS,-98.78794317,39.78294811,kansas,smith
945,20185,Stafford County,KS,-98.71715817,38.02425117,kansas,stafford
946,20187,Stanton County,KS,-101.7849235,37.56140198,kansas,stanton
947,20189,Stevens County,KS,-101.3118333,37.19603453,kansas,stevens
948,20191,Sumner County,KS,-97.49024139,37.22396567,kansas,sumner
949,20193,Thomas County,KS,-101.0480529,39.36165545,kansas,thomas
950,20195,Trego County,KS,-99.87656647,38.91854047,kansas,trego
951,20197,Wabaunsee County,KS,-96.20649033,38.94046618,kansas,wabaunsee
952,20199,Wallace County,KS,-101.7633673,38.91555916,kansas,wallace
953,20201,Washington County,KS,-97.09212428,39.77842354,kansas,washington
954,20203,Wichita County,KS,-101.3442505,38.47811618,kansas,wichita
955,20205,Wilson County,KS,-95.75353139,37.55953242,kansas,wilson
956,20207,Woodson County,KS,-95.74993891,37.88145568,kansas,woodson
957,20209,Wyandotte County,KS,-94.76918047,39.12491433,kansas,wyandotte
958,21001,Adair County,KY,-85.29510412,37.09057595,kentucky,adair
959,21003,Allen County,KY,-86.18394611,36.7576737,kentucky,allen
960,21005,Anderson County,KY,-84.99356065,38.00041427,kentucky,anderson
961,21007,Ballard County,KY,-89.0023756,37.07297069,kentucky,ballard
962,21009,Barren County,KY,-85.92843237,36.9724301,kentucky,barren
963,21011,Bath County,KY,-83.73501138,38.1533696,kentucky,bath
964,21013,Bell County,KY,-83.6757744,36.72599876,kentucky,bell
965,21015,Boone County,KY,-84.72910424,38.96432684,kentucky,boone
966,21017,Bourbon County,KY,-84.21118762,38.20599412,kentucky,bourbon
967,21019,Boyd County,KY,-82.67732013,38.36328298,kentucky,boyd
968,21021,Boyle County,KY,-84.87000609,37.62283544,kentucky,boyle
969,21023,Bracken County,KY,-84.08720463,38.69635004,kentucky,bracken
970,21025,Breathitt County,KY,-83.31599408,37.52530166,kentucky,breathitt
971,21027,Breckinridge County,KY,-86.43526227,37.78521708,kentucky,breckinridge
972,21029,Bullitt County,KY,-85.69815512,37.96743528,kentucky,bullitt
973,21031,Butler County,KY,-86.67427775,37.2084993,kentucky,butler
974,21033,Caldwell County,KY,-87.86305395,37.14229907,kentucky,caldwell
975,21035,Calloway County,KY,-88.27037413,36.62484397,kentucky,calloway
976,21037,Campbell County,KY,-84.37499867,38.95193944,kentucky,campbell
977,21039,Carlisle County,KY,-88.96001838,36.86086279,kentucky,carlisle
978,21041,Carroll County,KY,-85.13004202,38.65988336,kentucky,carroll
979,21043,Carter County,KY,-83.03434146,38.32122068,kentucky,carter
980,21045,Casey County,KY,-84.93843823,37.29918461,kentucky,casey
981,21047,Christian County,KY,-87.48503111,36.89254854,kentucky,christian
982,21049,Clark County,KY,-84.14234359,37.97016321,kentucky,clark
983,21051,Clay County,KY,-83.7101239,37.16505523,kentucky,clay
984,21053,Clinton County,KY,-85.13786471,36.72983687,kentucky,clinton
985,21055,Crittenden County,KY,-88.10078193,37.3523095,kentucky,crittenden
986,21057,Cumberland County,KY,-85.39900673,36.7916341,kentucky,cumberland
987,21059,Daviess County,KY,-87.08862321,37.73029199,kentucky,daviess
988,21061,Edmonson County,KY,-86.23543802,37.21123858,kentucky,edmonson
989,21063,Elliott County,KY,-83.09710892,38.11574565,kentucky,elliott
990,21065,Estill County,KY,-83.96132227,37.69163301,kentucky,estill
991,21067,Fayette County,KY,-84.45620435,38.03819601,kentucky,fayette
992,21069,Fleming County,KY,-83.68285734,38.37367748,kentucky,fleming
993,21071,Floyd County,KY,-82.73618337,37.56400199,kentucky,floyd
994,21073,Franklin County,KY,-84.8770812,38.22962421,kentucky,franklin
995,21075,Fulton County,KY,-89.12466197,36.5753837,kentucky,fulton
996,21077,Gallatin County,KY,-84.85537997,38.74610906,kentucky,gallatin
997,21079,Garrard County,KY,-84.53664416,37.64043306,kentucky,garrard
998,21081,Grant County,KY,-84.61416067,38.64046869,kentucky,grant
999,21083,Graves County,KY,-88.64756896,36.7260599,kentucky,graves
1000,21085,Grayson County,KY,-86.34390507,37.47059056,kentucky,grayson
1001,21087,Green County,KY,-85.56519099,37.26667943,kentucky,green
1002,21089,Greenup County,KY,-82.90827882,38.54866195,kentucky,greenup
1003,21091,Hancock County,KY,-86.7832682,37.84741006,kentucky,hancock
1004,21093,Hardin County,KY,-85.9713996,37.7030117,kentucky,hardin
1005,21095,Harlan County,KY,-83.20958433,36.85789807,kentucky,harlan
1006,21097,Harrison County,KY,-84.33002821,38.4375269,kentucky,harrison
1007,21099,Hart County,KY,-85.88776269,37.30398098,kentucky,hart
1008,21101,Henderson County,KY,-87.57326575,37.7950343,kentucky,henderson
1009,21103,Henry County,KY,-85.12097967,38.43891795,kentucky,henry
1010,21105,Hickman County,KY,-88.92755739,36.67895115,kentucky,hickman
1011,21107,Hopkins County,KY,-87.54117165,37.30823437,kentucky,hopkins
1012,21109,Jackson County,KY,-84.00309632,37.42208007,kentucky,jackson
1013,21111,Jefferson County,KY,-85.66449659,38.18006673,kentucky,jefferson
1014,21113,Jessamine County,KY,-84.57914246,37.87051822,kentucky,jessamine
1015,21115,Johnson County,KY,-82.82590002,37.84707824,kentucky,johnson
1016,21117,Kenton County,KY,-84.52886045,38.93005566,kentucky,kenton
1017,21119,Knott County,KY,-82.94948091,37.36149017,kentucky,knott
1018,21121,Knox County,KY,-83.84938964,36.89654466,kentucky,knox
1019,21123,Larue County,KY,-85.70961845,37.5479588,kentucky,larue
1020,21125,Laurel County,KY,-84.11087746,37.11301511,kentucky,laurel
1021,21127,Lawrence County,KY,-82.7269436,38.06793046,kentucky,lawrence
1022,21129,Lee County,KY,-83.70456896,37.59847651,kentucky,lee
1023,21131,Leslie County,KY,-83.37423628,37.0961803,kentucky,leslie
1024,21133,Letcher County,KY,-82.84893879,37.1263544,kentucky,letcher
1025,21135,Lewis County,KY,-83.36982192,38.53987123,kentucky,lewis
1026,21137,Lincoln County,KY,-84.66363418,37.45816177,kentucky,lincoln
1027,21139,Livingston County,KY,-88.35929922,37.20580767,kentucky,livingston
1028,21141,Logan County,KY,-86.87599199,36.85647057,kentucky,logan
1029,21143,Lyon County,KY,-88.0769221,37.01500475,kentucky,lyon
1030,21145,McCracken County,KY,-88.71077515,37.06024395,kentucky,mccracken
1031,21147,McCreary County,KY,-84.48122274,36.74241314,kentucky,mccreary
1032,21149,McLean County,KY,-87.26682311,37.52714689,kentucky,mclean
1033,21151,Madison County,KY,-84.27579959,37.72066779,kentucky,madison
1034,21153,Magoffin County,KY,-83.05571241,37.70679357,kentucky,magoffin
1035,21155,Marion County,KY,-85.27650571,37.55786754,kentucky,marion
1036,21157,Marshall County,KY,-88.32570868,36.88036773,kentucky,marshall
1037,21159,Martin County,KY,-82.5066808,37.80310085,kentucky,martin
1038,21161,Mason County,KY,-83.80855092,38.60093344,kentucky,mason
1039,21163,Meade County,KY,-86.21548956,37.98389928,kentucky,meade
1040,21165,Menifee County,KY,-83.59809959,37.94803438,kentucky,menifee
1041,21167,Mercer County,KY,-84.87548633,37.81016981,kentucky,mercer
1042,21169,Metcalfe County,KY,-85.63591424,36.99509727,kentucky,metcalfe
1043,21171,Monroe County,KY,-85.72022687,36.71435791,kentucky,monroe
1044,21173,Montgomery County,KY,-83.90696822,38.03368988,kentucky,montgomery
1045,21175,Morgan County,KY,-83.25171571,37.91605796,kentucky,morgan
1046,21177,Muhlenberg County,KY,-87.13998924,37.21292521,kentucky,muhlenberg
1047,21179,Nelson County,KY,-85.48539664,37.80884815,kentucky,nelson
1048,21181,Nicholas County,KY,-84.00499579,38.33786591,kentucky,nicholas
1049,21183,Ohio County,KY,-86.84910082,37.47762737,kentucky,ohio
1050,21185,Oldham County,KY,-85.45562022,38.39207606,kentucky,oldham
1051,21187,Owen County,KY,-84.82059771,38.5073583,kentucky,owen
1052,21189,Owsley County,KY,-83.67912586,37.4224626,kentucky,owsley
1053,21191,Pendleton County,KY,-84.35151201,38.69043897,kentucky,pendleton
1054,21193,Perry County,KY,-83.21290195,37.24743952,kentucky,perry
1055,21195,Pike County,KY,-82.39106504,37.46856842,kentucky,pike
1056,21197,Powell County,KY,-83.82189769,37.83165515,kentucky,powell
1057,21199,Pulaski County,KY,-84.55974522,37.11016069,kentucky,pulaski
1058,21201,Robertson County,KY,-84.03613239,38.5159132,kentucky,robertson
1059,21203,Rockcastle County,KY,-84.31356537,37.36667839,kentucky,rockcastle
1060,21205,Rowan County,KY,-83.40300416,38.20078964,kentucky,rowan
1061,21207,Russell County,KY,-85.06582799,36.97942769,kentucky,russell
1062,21209,Scott County,KY,-84.57916794,38.28550968,kentucky,scott
1063,21211,Shelby County,KY,-85.19749765,38.20671709,kentucky,shelby
1064,21213,Simpson County,KY,-86.57965684,36.74143972,kentucky,simpson
1065,21215,Spencer County,KY,-85.32333001,38.02707406,kentucky,spencer
1066,21217,Taylor County,KY,-85.33666884,37.36016596,kentucky,taylor
1067,21219,Todd County,KY,-87.17535615,36.83409963,kentucky,todd
1068,21221,Trigg County,KY,-87.87012333,36.80380461,kentucky,trigg
1069,21223,Trimble County,KY,-85.34504415,38.60319348,kentucky,trimble
1070,21225,Union County,KY,-87.94461445,37.65477554,kentucky,union
1071,21227,Warren County,KY,-86.42019692,36.99772179,kentucky,warren
1072,21229,Washington County,KY,-85.17838398,37.76012736,kentucky,washington
1073,21231,Wayne County,KY,-84.82435023,36.8061113,kentucky,wayne
1074,21233,Webster County,KY,-87.6795911,37.51682334,kentucky,webster
1075,21235,Whitley County,KY,-84.14595002,36.75885973,kentucky,whitley
1076,21237,Wolfe County,KY,-83.48718651,37.74010808,kentucky,wolfe
1077,21239,Woodford County,KY,-84.74345496,38.03532279,kentucky,woodford
1078,22001,Acadia Parish,LA,-92.4071602,30.29909197,louisiana,acadia
1079,22003,Allen Parish,LA,-92.82364154,30.65532115,louisiana,allen
1080,22005,Ascension Parish,LA,-90.91370894,30.20234408,louisiana,ascension
1081,22007,Assumption Parish,LA,-91.06609594,29.90319251,louisiana,assumption
1082,22009,Avoyelles Parish,LA,-92.00565095,31.08009139,louisiana,avoyelles
1083,22011,Beauregard Parish,LA,-93.34896275,30.65511219,louisiana,beauregard
1084,22013,Bienville Parish,LA,-93.04846889,32.35019442,louisiana,bienville
1085,22015,Bossier Parish,LA,-93.60464644,32.68136443,louisiana,bossier
1086,22017,Caddo Parish,LA,-93.88843278,32.59124739,louisiana,caddo
1087,22019,Calcasieu Parish,LA,-93.3489357,30.23697581,louisiana,calcasieu
1088,22021,Caldwell Parish,LA,-92.12040614,32.08995384,louisiana,caldwell
1089,22023,Cameron Parish,LA,-93.18902017,29.89038338,louisiana,cameron
1090,22025,Catahoula Parish,LA,-91.84924091,31.66600913,louisiana,catahoula
1091,22027,Claiborne Parish,LA,-92.99514158,32.82545749,louisiana,claiborne
1092,22029,Concordia Parish,LA,-91.64186388,31.45513543,louisiana,concordia
1093,22031,De Soto Parish,LA,-93.73826917,32.06573856,louisiana,de soto
1094,22033,East Baton Rouge Parish,LA,-91.09814406,30.53617953,louisiana,east baton rouge
1095,22035,East Carroll Parish,LA,-91.24474298,32.72371326,louisiana,east carroll
1096,22037,East Feliciana Parish,LA,-91.0461,30.84534051,louisiana,east feliciana
1097,22039,Evangeline Parish,LA,-92.40451479,30.73356046,louisiana,evangeline
1098,22041,Franklin Parish,LA,-91.67689816,32.13571596,louisiana,franklin
1099,22043,Grant Parish,LA,-92.5545857,31.60365383,louisiana,grant
1100,22045,Iberia Parish,LA,-91.69699186,29.96958375,louisiana,iberia
1101,22047,Iberville Parish,LA,-91.36086306,30.25897838,louisiana,iberville
1102,22049,Jackson Parish,LA,-92.55802667,32.30471516,louisiana,jackson
1103,22051,Jefferson Parish,LA,-90.11905457,29.71826592,louisiana,jefferson
1104,22053,Jefferson Davis Parish,LA,-92.8074352,30.26984675,louisiana,jefferson davis
1105,22055,Lafayette Parish,LA,-92.06025296,30.21321712,louisiana,lafayette
1106,22057,Lafourche Parish,LA,-90.43568673,29.57472985,louisiana,lafourche
1107,22059,La Salle Parish,LA,-92.16436196,31.67836114,louisiana,la salle
1108,22061,Lincoln Parish,LA,-92.66494598,32.60565502,louisiana,lincoln
1109,22063,Livingston Parish,LA,-90.71901994,30.44130901,louisiana,livingston
1110,22065,Madison Parish,LA,-91.24776713,32.37025036,louisiana,madison
1111,22067,Morehouse Parish,LA,-91.80790928,32.82221823,louisiana,morehouse
1112,22069,Natchitoches Parish,LA,-93.09186936,31.72667893,louisiana,natchitoches
1113,22071,Orleans Parish,LA,-89.93310081,30.03442982,louisiana,orleans
1114,22073,Ouachita Parish,LA,-92.1593802,32.4833014,louisiana,ouachita
1115,22075,Plaquemines Parish,LA,-89.62420948,29.45011504,louisiana,plaquemines
1116,22077,Pointe Coupee Parish,LA,-91.60921251,30.71681253,louisiana,pointe coupee
1117,22079,Rapides Parish,LA,-92.53011007,31.20510797,louisiana,rapides
1118,22081,Red River Parish,LA,-93.33878346,32.0992281,louisiana,red river
1119,22083,Richland Parish,LA,-91.7716887,32.42185812,louisiana,richland
1120,22085,Sabine Parish,LA,-93.55608742,31.56954815,louisiana,sabine
1121,22087,St. Bernard Parish,LA,-89.53591621,29.89684097,louisiana,st bernard
1122,22089,St. Charles Parish,LA,-90.36207499,29.89801513,louisiana,st charles
1123,22091,St. Helena Parish,LA,-90.71008986,30.82045926,louisiana,st helena
1124,22093,St. James Parish,LA,-90.79426019,30.02744009,louisiana,st james
1125,22095,St. John the Baptist Parish,LA,-90.54690391,30.09745049,louisiana,st john the baptist
1126,22097,St. Landry Parish,LA,-92.00329696,30.60329396,louisiana,st landry
1127,22099,St. Martin Parish,LA,-91.72490146,30.22681969,louisiana,st martin
1128,22101,St. Mary Parish,LA,-91.44041844,29.72317336,louisiana,st mary
1129,22103,St. Tammany Parish,LA,-89.94534458,30.46862633,louisiana,st tammany
1130,22105,Tangipahoa Parish,LA,-90.41384802,30.65334726,louisiana,tangipahoa
1131,22107,Tensas Parish,LA,-91.33296304,32.00768701,louisiana,tensas
1132,22109,Terrebonne Parish,LA,-90.84061873,29.43120993,louisiana,terrebonne
1133,22111,Union Parish,LA,-92.38028188,32.83355378,louisiana,union
1134,22113,Vermilion Parish,LA,-92.32353647,29.86099423,louisiana,vermilion
1135,22115,Vernon Parish,LA,-93.1825447,31.10797729,louisiana,vernon
1136,22117,Washington Parish,LA,-90.03378723,30.85867525,louisiana,washington
1137,22119,Webster Parish,LA,-93.33455887,32.71624227,louisiana,webster
1138,22121,West Baton Rouge Parish,LA,-91.32827792,30.46556181,louisiana,west baton rouge
1139,22123,West Carroll Parish,LA,-91.46351845,32.78826764,louisiana,west carroll
1140,22125,West Feliciana Parish,LA,-91.42125715,30.88236107,louisiana,west feliciana
1141,22127,Winn Parish,LA,-92.63472222,31.94680798,louisiana,winn
1142,23001,Androscoggin County,ME,-70.20336584,44.17162148,maine,androscoggin
1143,23003,Aroostook County,ME,-68.60191048,46.6656854,maine,aroostook
1144,23005,Cumberland County,ME,-70.4279604,43.8724651,maine,cumberland
1145,23007,Franklin County,ME,-70.44472053,44.98060361,maine,franklin
1146,23009,Hancock County,ME,-68.35866397,44.71463989,maine,hancock
1147,23011,Kennebec County,ME,-69.76618182,44.41875811,maine,kennebec
1148,23013,Knox County,ME,-69.24059063,44.18294135,maine,knox
1149,23015,Lincoln County,ME,-69.54311595,44.08870135,maine,lincoln
1150,23017,Oxford County,ME,-70.76404443,44.51864133,maine,oxford
1151,23019,Penobscot County,ME,-68.65370005,45.40534897,maine,penobscot
1152,23021,Piscataquis County,ME,-69.28782711,45.83918585,maine,piscataquis
1153,23023,Sagadahoc County,ME,-69.86822402,43.98979773,maine,sagadahoc
1154,23025,Somerset County,ME,-69.96033989,45.5197908,maine,somerset
1155,23027,Waldo County,ME,-69.16232382,44.51863235,maine,waldo
1156,23029,Washington County,ME,-67.64576098,45.04992322,maine,washington
1157,23031,York County,ME,-70.7122378,43.48719707,maine,york
1158,24001,Allegany County,MD,-78.69579897,39.62446706,maryland,allegany
1159,24003,Anne Arundel County,MD,-76.62605938,39.00517129,maryland,anne arundel
1160,24005,Baltimore County,MD,-76.6495507,39.47285316,maryland,baltimore
1161,24009,Calvert County,MD,-76.58745064,38.55388989,maryland,calvert
1162,24011,Caroline County,MD,-75.84213917,38.87240851,maryland,caroline
1163,24013,Carroll County,MD,-77.03297636,39.56482413,maryland,carroll
1164,24015,Cecil County,MD,-75.94711022,39.58388904,maryland,cecil
1165,24017,Charles County,MD,-77.04193852,38.50030204,maryland,charles
1166,24019,Dorchester County,MD,-76.00709459,38.48525807,maryland,dorchester
1167,24021,Frederick County,MD,-77.4078009,39.47735661,maryland,frederick
1168,24023,Garrett County,MD,-79.27323315,39.54134369,maryland,garrett
1169,24025,Harford County,MD,-76.32601855,39.56566307,maryland,harford
1170,24027,Howard County,MD,-76.93604312,39.24910209,maryland,howard
1171,24029,Kent County,MD,-76.03564987,39.25720994,maryland,kent
1172,24031,Montgomery County,MD,-77.22022137,39.13830498,maryland,montgomery
1173,24033,Prince George's County,MD,-76.86381841,38.8280724,maryland,prince georges
1174,24035,Queen Anne's County,MD,-75.98857522,39.08363724,maryland,queen annes
1175,24037,St. Mary's County,MD,-76.62962841,38.30228619,maryland,st marys
1176,24039,Somerset County,MD,-75.7364942,38.12261807,maryland,somerset
1177,24041,Talbot County,MD,-76.09285511,38.77272503,maryland,talbot
1178,24043,Washington County,MD,-77.82077328,39.61130684,maryland,washington
1179,24045,Wicomico County,MD,-75.62855168,38.37415718,maryland,wicomico
1180,24047,Worcester County,MD,-75.34420461,38.2264833,maryland,worcester
1181,24510,Baltimore city,MD,-76.6257442,39.31497769,maryland,baltimore city
1182,25001,Barnstable County,MA,-70.28634062,41.73561679,massachusetts,barnstable
1183,25003,Berkshire County,MA,-73.20492076,42.36782895,massachusetts,berkshire
1184,25005,Bristol County,MA,-71.10949144,41.80539421,massachusetts,bristol
1185,25007,Dukes County,MA,-70.63475653,41.38519077,massachusetts,dukes
1186,25009,Essex County,MA,-70.97771424,42.66979675,massachusetts,essex
1187,25011,Franklin County,MA,-72.59140997,42.58310594,massachusetts,franklin
1188,25013,Hampden County,MA,-72.62532576,42.13670937,massachusetts,hampden
1189,25015,Hampshire County,MA,-72.65909999,42.33916007,massachusetts,hampshire
1190,25017,Middlesex County,MA,-71.38994326,42.48438331,massachusetts,middlesex
1191,25019,Nantucket County,MA,-70.0530336,41.2892967,massachusetts,nantucket
1192,25021,Norfolk County,MA,-71.2248266,42.1569883,massachusetts,norfolk
1193,25023,Plymouth County,MA,-70.81561308,41.95679201,massachusetts,plymouth
1194,25025,Suffolk County,MA,-71.1056226,42.30927517,massachusetts,suffolk
1195,25027,Worcester County,MA,-71.90744016,42.35404363,massachusetts,worcester
1196,26001,Alcona County,MI,-83.59497837,44.68867986,michigan,alcona
1197,26003,Alger County,MI,-86.61852746,46.40752629,michigan,alger
1198,26005,Allegan County,MI,-85.88516563,42.58998461,michigan,allegan
1199,26007,Alpena County,MI,-83.62914459,45.03904703,michigan,alpena
1200,26009,Antrim County,MI,-85.13616338,45.00239764,michigan,antrim
1201,26011,Arenac County,MI,-83.89197861,44.07052822,michigan,arenac
1202,26013,Baraga County,MI,-88.37614939,46.66409388,michigan,baraga
1203,26015,Barry County,MI,-85.31197451,42.59332777,michigan,barry
1204,26017,Bay County,MI,-83.9874799,43.70564361,michigan,bay
1205,26019,Benzie County,MI,-86.00640252,44.64316427,michigan,benzie
1206,26021,Berrien County,MI,-86.4184606,41.95962474,michigan,berrien
1207,26023,Branch County,MI,-85.06425906,41.92650976,michigan,branch
1208,26025,Calhoun County,MI,-85.00269728,42.24563006,michigan,calhoun
1209,26027,Cass County,MI,-85.99086899,41.91985369,michigan,cass
1210,26029,Charlevoix County,MI,-85.03412492,45.2250954,michigan,charlevoix
1211,26031,Cheboygan County,MI,-84.50576422,45.44788804,michigan,cheboygan
1212,26033,Chippewa County,MI,-84.72401471,46.32848469,michigan,chippewa
1213,26035,Clare County,MI,-84.84279794,43.99134935,michigan,clare
1214,26037,Clinton County,MI,-84.59433783,42.94895034,michigan,clinton
1215,26039,Crawford County,MI,-84.60008196,44.68497753,michigan,crawford
1216,26041,Delta County,MI,-86.93513364,45.9241574,michigan,delta
1217,26043,Dickinson County,MI,-87.8834102,46.01173469,michigan,dickinson
